Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Sat Apr 9 2005,8:30p,Toronto Raptors,97,Chicago Bulls,110,Box Score,,22281,
Sat Apr 9 2005,8:30p,Utah Jazz,81,Dallas Mavericks,88,Box Score,,20387,
Sat Apr 9 2005,9:00p,SEA,105,DEN,121,Box Score,,19751,
Sat Apr 9 2005,10:00p,Houston Rockets,98,Phoenix Suns,97,Box Score,,18422,
Sat Apr 9 2005,10:30p,San Antonio Spurs,125,Los Angeles Clippers,124,Box Score,2OT,19748,
Sun Apr 10 2005,1:00p,Detroit Pistons,80,Miami Heat,72,Box Score,,20218,
Sun Apr 10 2005,3:30p,New York Knicks,113,Indiana Pacers,112,Box Score,OT,18345,
Sun Apr 10 2005,3:30p,Los Angeles Lakers,105,Sacramento Kings,124,Box Score,,17317,
Sun Apr 10 2005,7:00p,POR,90,New Orleans Hornets,81,Box Score,,16022,
Sun Apr 10 2005,8:00p,Charlotte Bobcats,95,Memphis Grizzlies,102,Box Score,,16953,
Sun Apr 10 2005,9:00p,San Antonio Spurs,136,Golden State Warriors,134,Box Score,2OT,16324,
Mon Apr 11 2005,7:00p,Cleveland Cavaliers,114,Orlando Magic,106,Box Score,,13273,
Mon Apr 11 2005,7:00p,Indiana Pacers,94,Toronto Raptors,90,Box Score,,15104,
Mon Apr 11 2005,7:00p,Milwaukee Bucks,112,Washington Wizards,119,Box Score,,14205,
Mon Apr 11 2005,7:30p,Charlotte Bobcats,110,Atlanta Hawks,105,Box Score,OT,15042,
Mon Apr 11 2005,8:30p,Detroit Pistons,85,Chicago Bulls,84,Box Score,OT,22233,
Mon Apr 11 2005,8:30p,Memphis Grizzlies,89,Dallas Mavericks,110,Box Score,,20044,
Mon Apr 11 2005,9:00p,Golden State Warriors,106,DEN,122,Box Score,,18045,
Mon Apr 11 2005,10:00p,Houston Rockets,90,SEA,78,Box Score,,17072,
Mon Apr 11 2005,10:30p,Phoenix Suns,108,Los Angeles Lakers,97,Box Score,,18997,
Tue Apr 12 2005,7:00p,Boston Celtics,105,Philadelphia 76ers,98,Box Score,,17609,
Tue Apr 12 2005,7:30p,Toronto Raptors,105,New York Knicks,93,Box Score,,18907,
Tue Apr 12 2005,8:30p,POR,89,San Antonio Spurs,95,Box Score,,18797,
Tue Apr 12 2005,10:00p,New Orleans Hornets,85,Phoenix Suns,99,Box Score,,17616,
Tue Apr 12 2005,10:30p,Utah Jazz,85,Los Angeles Clippers,94,Box Score,,18697,
Wed Apr 13 2005,7:00p,Atlanta Hawks,84,Charlotte Bobcats,105,Box Score,,10894,
Wed Apr 13 2005,7:30p,Orlando Magic,94,Detroit Pistons,103,Box Score,,22076,
Wed Apr 13 2005,8:00p,New Jersey Nets,86,Indiana Pacers,90,Box Score,,17901,
Wed Apr 13 2005,8:00p,Boston Celtics,111,Milwaukee Bucks,108,Box Score,,13547,
Wed Apr 13 2005,8:00p,Golden State Warriors,100,Minnesota Timberwolves,116,Box Score,,15239,
Wed Apr 13 2005,8:00p,Chicago Bulls,82,Washington Wizards,93,Box Score,,18181,
Wed Apr 13 2005,8:30p,Memphis Grizzlies,92,Houston Rockets,100,Box Score,,17060,
Wed Apr 13 2005,9:00p,New Orleans Hornets,102,DEN,116,Box Score,,17316,
Wed Apr 13 2005,9:00p,San Antonio Spurs,91,Utah Jazz,93,Box Score,,17014,
Wed Apr 13 2005,10:30p,Dallas Mavericks,95,SEA,90,Box Score,,16502,
Thu Apr 14 2005,8:00p,New York Knicks,95,Cleveland Cavaliers,89,Box Score,,20562,
Thu Apr 14 2005,8:00p,Miami Heat,119,Philadelphia 76ers,126,Box Score,OT,20754,
Thu Apr 14 2005,10:30p,Dallas Mavericks,102,POR,90,Box Score,,17074,
Fri Apr 15 2005,7:00p,New Jersey Nets,101,Toronto Raptors,90,Box Score,,19800,
Fri Apr 15 2005,7:30p,Miami Heat,99,Boston Celtics,101,Box Score,,18624,
Fri Apr 15 2005,8:00p,Milwaukee Bucks,73,Detroit Pistons,99,Box Score,,22076,
Fri Apr 15 2005,8:00p,Philadelphia 76ers,90,Indiana Pacers,86,Box Score,,18345,
Fri Apr 15 2005,8:00p,Cleveland Cavaliers,111,Washington Wizards,119,Box Score,,20173,
Fri Apr 15 2005,8:30p,Orlando Magic,77,Chicago Bulls,117,Box Score,,22442,
Fri Apr 15 2005,9:00p,Memphis Grizzlies,102,DEN,111,Box Score,,19735,
Fri Apr 15 2005,9:00p,Minnesota Timberwolves,100,Utah Jazz,84,Box Score,,18817,
Fri Apr 15 2005,10:00p,Los Angeles Clippers,91,Phoenix Suns,98,Box Score,,18422,
Fri Apr 15 2005,10:30p,POR,88,Golden State Warriors,108,Box Score,,16389,
Fri Apr 15 2005,10:30p,Sacramento Kings,115,Los Angeles Lakers,106,Box Score,,18997,
Fri Apr 15 2005,10:30p,New Orleans Hornets,72,SEA,97,Box Score,,17072,
Sat Apr 16 2005,1:00p,New York Knicks,100,Charlotte Bobcats,98,Box Score,,17615,
Sat Apr 16 2005,7:00p,Chicago Bulls,114,Atlanta Hawks,105,Box Score,,19445,
Sat Apr 16 2005,7:30p,DEN,87,Houston Rockets,115,Box Score,,18216,
Sat Apr 16 2005,8:30p,Orlando Magic,103,Milwaukee Bucks,113,Box Score,,17516,
Sat Apr 16 2005,8:30p,Memphis Grizzlies,75,San Antonio Spurs,97,Box Score,,18797,
Sat Apr 16 2005,10:00p,Sacramento Kings,98,Phoenix Suns,116,Box Score,,18422,
Sat Apr 16 2005,10:30p,New Orleans Hornets,89,Los Angeles Clippers,94,Box Score,,19060,
Sun Apr 17 2005,1:00p,Cleveland Cavaliers,87,Detroit Pistons,90,Box Score,,22076,
Sun Apr 17 2005,1:00p,Charlotte Bobcats,104,Washington Wizards,106,Box Score,,17117,
Sun Apr 17 2005,3:30p,Dallas Mavericks,114,Los Angeles Lakers,112,Box Score,,18237,
Sun Apr 17 2005,3:30p,Indiana Pacers,80,Miami Heat,84,Box Score,,20187,
Sun Apr 17 2005,3:30p,SEA,109,Minnesota Timberwolves,94,Box Score,,17779,
Sun Apr 17 2005,6:00p,Philadelphia 76ers,83,New Jersey Nets,104,Box Score,,20174,
Sun Apr 17 2005,6:00p,Boston Celtics,103,Toronto Raptors,98,Box Score,,18797,
Sun Apr 17 2005,7:30p,Atlanta Hawks,139,New York Knicks,135,Box Score,OT,19763,
Sun Apr 17 2005,8:00p,Utah Jazz,82,POR,100,Box Score,,18842,
Mon Apr 18 2005,7:00p,Indiana Pacers,88,Orlando Magic,92,Box Score,,13526,
Mon Apr 18 2005,7:00p,Milwaukee Bucks,106,Philadelphia 76ers,122,Box Score,,17605,
Mon Apr 18 2005,8:00p,San Antonio Spurs,92,Memphis Grizzlies,94,Box Score,,17183,
Mon Apr 18 2005,8:00p,Minnesota Timberwolves,102,New Orleans Hornets,99,Box Score,,15234,
Mon Apr 18 2005,8:30p,Los Angeles Clippers,90,Houston Rockets,115,Box Score,,16582,
Mon Apr 18 2005,9:00p,Sacramento Kings,82,Utah Jazz,92,Box Score,,18603,
Mon Apr 18 2005,10:00p,DEN,114,Phoenix Suns,128,Box Score,,18422,
Mon Apr 18 2005,10:30p,Los Angeles Lakers,99,Golden State Warriors,126,Box Score,,20024,
Tue Apr 19 2005,7:00p,Boston Celtics,86,Cleveland Cavaliers,100,Box Score,,20562,
Tue Apr 19 2005,7:30p,Detroit Pistons,95,Atlanta Hawks,68,Box Score,,19445,
Tue Apr 19 2005,7:30p,Charlotte Bobcats,80,Miami Heat,99,Box Score,,19858,
Tue Apr 19 2005,7:30p,Washington Wizards,101,New Jersey Nets,109,Box Score,,16717,
Tue Apr 19 2005,8:00p,Toronto Raptors,127,Milwaukee Bucks,109,Box Score,,13947,
Tue Apr 19 2005,8:30p,New York Knicks,91,Chicago Bulls,92,Box Score,,22276,
Tue Apr 19 2005,8:30p,SEA,96,Dallas Mavericks,101,Box Score,,20534,
Tue Apr 19 2005,9:00p,POR,115,DEN,119,Box Score,,19099,
Wed Apr 20 2005,7:00p,New Jersey Nets,102,Boston Celtics,93,Box Score,,18624,
Wed Apr 20 2005,7:00p,Detroit Pistons,86,Charlotte Bobcats,97,Box Score,,18014,
Wed Apr 20 2005,7:00p,Miami Heat,98,Orlando Magic,93,Box Score,,16812,
Wed Apr 20 2005,7:00p,Atlanta Hawks,86,Philadelphia 76ers,110,Box Score,,19840,
Wed Apr 20 2005,7:00p,Cleveland Cavaliers,104,Toronto Raptors,95,Box Score,,19800,
Wed Apr 20 2005,7:30p,Washington Wizards,105,New York Knicks,113,Box Score,,19763,
Wed Apr 20 2005,8:00p,Chicago Bulls,83,Indiana Pacers,85,Box Score,,18345,
Wed Apr 20 2005,8:00p,Dallas Mavericks,108,Memphis Grizzlies,88,Box Score,,16512,
Wed Apr 20 2005,8:00p,San Antonio Spurs,73,Minnesota Timberwolves,95,Box Score,,18122,
Wed Apr 20 2005,8:00p,Los Angeles Clippers,86,New Orleans Hornets,75,Box Score,,15982,
Wed Apr 20 2005,8:30p,SEA,78,Houston Rockets,106,Box Score,,18194,
Wed Apr 20 2005,10:00p,Los Angeles Lakers,103,POR,106,Box Score,,19818,
Wed Apr 20 2005,10:30p,Utah Jazz,89,Golden State Warriors,106,Box Score,,16804,
Wed Apr 20 2005,10:30p,Phoenix Suns,107,Sacramento Kings,132,Box Score,,17317,
Sat Apr 23 2005,3:00p,Philadelphia 76ers,85,Detroit Pistons,106,Box Score,,22076,
Sat Apr 23 2005,5:30p,Houston Rockets,98,Dallas Mavericks,86,Box Score,,20768,
Sat Apr 23 2005,8:00p,Indiana Pacers,82,Boston Celtics,102,Box Score,,18624,
Sat Apr 23 2005,10:30p,Sacramento Kings,82,SEA,87,Box Score,,17072,
Sun Apr 24 2005,3:00p,New Jersey Nets,98,Miami Heat,116,Box Score,,20212,
Sun Apr 24 2005,5:30p,Washington Wizards,94,Chicago Bulls,103,Box Score,,22655,
Sun Apr 24 2005,8:00p,DEN,93,San Antonio Spurs,87,Box Score,,18797,
Sun Apr 24 2005,10:30p,Memphis Grizzlies,103,Phoenix Suns,114,Box Score,,18422,
Mon Apr 25 2005,7:00p,Indiana Pacers,82,Boston Celtics,79,Box Score,,18624,
Mon Apr 25 2005,9:30p,Houston Rockets,113,Dallas Mavericks,111,Box Score,,20884,
Tue Apr 26 2005,7:30p,Philadelphia 76ers,84,Detroit Pistons,99,Box Score,,22076,
Tue Apr 26 2005,8:00p,New Jersey Nets,87,Miami Heat,104,Box Score,,20276,
Tue Apr 26 2005,10:30p,Sacramento Kings,93,SEA,105,Box Score,,17072,
Wed Apr 27 2005,8:00p,DEN,76,San Antonio Spurs,104,Box Score,,18797,
Wed Apr 27 2005,8:30p,Washington Wizards,103,Chicago Bulls,113,Box Score,,22605,
Wed Apr 27 2005,10:30p,Memphis Grizzlies,103,Phoenix Suns,108,Box Score,,18422,
Thu Apr 28 2005,7:00p,Miami Heat,108,New Jersey Nets,105,Box Score,2OT,20174,
Thu Apr 28 2005,8:30p,Boston Celtics,76,Indiana Pacers,99,Box Score,,18345,
Thu Apr 28 2005,9:30p,Dallas Mavericks,106,Houston Rockets,102,Box Score,,18199,
Fri Apr 29 2005,8:00p,Detroit Pistons,104,Philadelphia 76ers,115,Box Score,,16907,
Fri Apr 29 2005,9:00p,Phoenix Suns,110,Memphis Grizzlies,90,Box Score,,18119,
Fri Apr 29 2005,10:30p,SEA,104,Sacramento Kings,116,Box Score,,17317,
Sat Apr 30 2005,3:00p,Chicago Bulls,99,Washington Wizards,117,Box Score,,20173,
Sat Apr 30 2005,5:30p,Dallas Mavericks,97,Houston Rockets,93,Box Score,,18211,
Sat Apr 30 2005,8:00p,Boston Celtics,110,Indiana Pacers,79,Box Score,,18345,
Sat Apr 30 2005,10:30p,San Antonio Spurs,86,DEN,78,Box Score,,19913,
Sun May 1 2005,1:00p,Detroit Pistons,97,Philadelphia 76ers,92,Box Score,OT,15894,
Sun May 1 2005,3:30p,Miami Heat,110,New Jersey Nets,97,Box Score,,20174,
Sun May 1 2005,8:00p,Phoenix Suns,123,Memphis Grizzlies,115,Box Score,,17243,
Sun May 1 2005,10:30p,SEA,115,Sacramento Kings,102,Box Score,,17317,
Mon May 2 2005,7:30p,Chicago Bulls,99,Washington Wizards,106,Box Score,,20173,
Mon May 2 2005,8:00p,Houston Rockets,100,Dallas Mavericks,103,Box Score,,20894,
Mon May 2 2005,10:30p,San Antonio Spurs,126,DEN,115,Box Score,OT,19776,
Tue May 3 2005,7:30p,Indiana Pacers,90,Boston Celtics,85,Box Score,,18624,
Tue May 3 2005,8:00p,Philadelphia 76ers,78,Detroit Pistons,88,Box Score,,22076,
Tue May 3 2005,10:30p,Sacramento Kings,118,SEA,122,Box Score,,17072,
Wed May 4 2005,7:00p,Washington Wizards,112,Chicago Bulls,110,Box Score,,22250,
Wed May 4 2005,9:30p,DEN,89,San Antonio Spurs,99,Box Score,,18797,
Thu May 5 2005,7:00p,Boston Celtics,92,Indiana Pacers,89,Box Score,OT,18345,
Thu May 5 2005,9:30p,Dallas Mavericks,83,Houston Rockets,101,Box Score,,18215,
Fri May 6 2005,8:00p,Chicago Bulls,91,Washington Wizards,94,Box Score,,20173,
Sat May 7 2005,7:00p,Indiana Pacers,97,Boston Celtics,70,Box Score,,18624,
Sat May 7 2005,9:30p,Houston Rockets,76,Dallas Mavericks,116,Box Score,,20884,
Sun May 8 2005,3:30p,Washington Wizards,86,Miami Heat,105,Box Score,,20151,
Sun May 8 2005,8:00p,SEA,81,San Antonio Spurs,103,Box Score,,18797,
Mon May 9 2005,8:00p,Indiana Pacers,81,Detroit Pistons,96,Box Score,,22076,
Mon May 9 2005,10:30p,Dallas Mavericks,102,Phoenix Suns,127,Box Score,,18422,
Tue May 10 2005,7:00p,Washington Wizards,102,Miami Heat,108,Box Score,,20205,
Tue May 10 2005,9:30p,SEA,91,San Antonio Spurs,108,Box Score,,18797,
Wed May 11 2005,8:00p,Indiana Pacers,92,Detroit Pistons,83,Box Score,,22076,
Wed May 11 2005,10:30p,Dallas Mavericks,108,Phoenix Suns,106,Box Score,,18422,
Thu May 12 2005,8:00p,Miami Heat,102,Washington Wizards,95,Box Score,,20173,
Thu May 12 2005,10:30p,San Antonio Spurs,91,SEA,92,Box Score,,17072,
Fri May 13 2005,7:00p,Detroit Pistons,74,Indiana Pacers,79,Box Score,,18345,
Fri May 13 2005,9:30p,Phoenix Suns,119,Dallas Mavericks,102,Box Score,,20896,
Sat May 14 2005,8:00p,Miami Heat,99,Washington Wizards,95,Box Score,,20173,
Sun May 15 2005,3:30p,Detroit Pistons,89,Indiana Pacers,76,Box Score,,18345,
Sun May 15 2005,7:00p,San Antonio Spurs,89,SEA,101,Box Score,,17072,
Sun May 15 2005,9:30p,Phoenix Suns,109,Dallas Mavericks,119,Box Score,,20894,
Tue May 17 2005,7:00p,Indiana Pacers,67,Detroit Pistons,86,Box Score,,22076,
Tue May 17 2005,9:30p,SEA,90,San Antonio Spurs,103,Box Score,,18797,
Wed May 18 2005,9:00p,Dallas Mavericks,108,Phoenix Suns,114,Box Score,,18422,
Thu May 19 2005,8:00p,Detroit Pistons,88,Indiana Pacers,79,Box Score,,18345,
Thu May 19 2005,10:30p,San Antonio Spurs,98,SEA,96,Box Score,,17072,
Fri May 20 2005,9:00p,Phoenix Suns,130,Dallas Mavericks,126,Box Score,OT,20915,
Sun May 22 2005,3:30p,San Antonio Spurs,121,Phoenix Suns,114,Box Score,,18422,
Mon May 23 2005,8:00p,Detroit Pistons,90,Miami Heat,81,Box Score,,20203,
Tue May 24 2005,9:00p,San Antonio Spurs,111,Phoenix Suns,108,Box Score,,18422,
Wed May 25 2005,8:00p,Detroit Pistons,86,Miami Heat,92,Box Score,,20228,
Sat May 28 2005,9:00p,Phoenix Suns,92,San Antonio Spurs,102,Box Score,,18797,
Sun May 29 2005,8:00p,Miami Heat,113,Detroit Pistons,104,Box Score,,22076,
Mon May 30 2005,8:30p,Phoenix Suns,111,San Antonio Spurs,106,Box Score,,18797,
Tue May 31 2005,8:00p,Miami Heat,96,Detroit Pistons,106,Box Score,,22076,
Wed Jun 1 2005,9:00p,San Antonio Spurs,101,Phoenix Suns,95,Box Score,,18422,
Thu Jun 2 2005,8:00p,Detroit Pistons,76,Miami Heat,88,Box Score,,20225,
Sat Jun 4 2005,8:00p,Miami Heat,66,Detroit Pistons,91,Box Score,,22076,
Mon Jun 6 2005,8:00p,Detroit Pistons,88,Miami Heat,82,Box Score,,20241,
Thu Jun 9 2005,9:00p,Detroit Pistons,69,San Antonio Spurs,84,Box Score,,18797,
Sun Jun 12 2005,9:00p,Detroit Pistons,76,San Antonio Spurs,97,Box Score,,18797,
Tue Jun 14 2005,9:00p,San Antonio Spurs,79,Detroit Pistons,96,Box Score,,22076,
Thu Jun 16 2005,9:00p,San Antonio Spurs,71,Detroit Pistons,102,Box Score,,22076,
Sun Jun 19 2005,9:00p,San Antonio Spurs,96,Detroit Pistons,95,Box Score,OT,22076,
Tue Jun 21 2005,9:00p,Detroit Pistons,95,San Antonio Spurs,86,Box Score,,18797,
Thu Jun 23 2005,9:00p,Detroit Pistons,74,San Antonio Spurs,81,Box Score,,18797,
